,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
1687021636567.0,2.2424057808555466,-7.971873814436103,0.9482854307094061,2.245482664654114,-7.969360539185936,1.0737247468242368,2.242155920419856,-7.967430524902032,1.152399576254898,2.2253763215097897,-7.969459400285094,1.2224954209904961,2.2034882323373206,-7.97316229595617,1.2909567773223207,2.1765694546037677,-7.975435826076327,1.3950225206360467,2.1856858112058197,-7.962599374553209,1.4971884065716594,2.2026618483416542,-8.003213262218798,1.353023792658486,2.2556498807866294,-8.16365784951022,1.353484560421264,2.44095931963419,-8.176557463059648,1.4668483875955443,2.4974188625187677,-8.062464389351359,1.6606954575310762,2.1768265487372487,-7.945257070773875,1.347507497529016,2.126284385999421,-7.786350198920201,1.3744944765084606,2.2623170784246374,-7.6825503662918555,1.503355067931556,2.378649676774546,-7.745954434489113,1.6876395720307602,2.2584908757033313,-8.078983080755112,0.953604882622201,2.2265509231351324,-8.080459636629273,0.49964112880144407,2.1802064920111923,-8.083571816344818,0.10061505662498553,2.3552351677024426,-8.075457911173078,0.018918695575796774,2.2265515211463374,-7.864617321695969,0.9501512754751029,2.201944360287687,-7.876256740340473,0.4958798992980407,2.1715409262316516,-7.888057169568952,0.09548380304069692,2.3491286855227513,-7.86908522459912,0.02154553835737461
1687021636587.016,2.2414228995016834,-7.972394578329553,0.9476342642531641,2.244829285493171,-7.970210451205228,1.073073957461146,2.2406749478795494,-7.968687242126654,1.151766985547954,2.2227408346941373,-7.97120719201842,1.2216630191421176,2.199321039001062,-7.975545908014568,1.2897625999620217,2.169601689557654,-7.978876062980285,1.3934159377803732,2.177417419215403,-7.966476270417086,1.4958211728720132,2.197778858015598,-8.006137211911424,1.3514213835634539,2.241955776716044,-8.16942137497761,1.359452016414808,2.440954806948549,-8.159183538144145,1.490713266848511,2.4803787185582107,-8.024686453854397,1.6912293711775497,2.171558275506872,-7.948350129623686,1.3457981256421752,2.1196328466963514,-7.790184652095255,1.3785993194695854,2.2776071717855477,-7.696203139747792,1.5324961868023588,2.387724023452999,-7.783924442358058,1.7347407315564896,2.256740633913507,-8.079699932763234,0.9526399657615978,2.222762017458333,-8.080408853999579,0.4988161599991958,2.1743226774608306,-8.082961617072865,0.10000523943848726,2.3493087144984193,-8.07455907588937,0.018232432385576706,2.226346518189932,-7.864957681203699,0.9498205780407238,2.200364869378438,-7.875354693029526,0.49557918230577575,2.1688894160575405,-7.886485424933427,0.09521526194848817,2.346324905374596,-7.8660853653464855,0.021171061406323577
1687021636607.0322,2.2438709267308243,-7.972093417209941,0.9467403821915509,2.2471090477602798,-7.969944499456716,1.0721831391466417,2.243294361650455,-7.968409681817359,1.150871995571789,2.225845300139828,-7.970889568750506,1.2208482209602736,2.2030683262873647,-7.975117874227085,1.2890923726849235,2.1745391521180024,-7.978269573250486,1.3929221231942304,2.1829461865100126,-7.966072416600811,1.4952704208921983,2.2020782900506473,-8.005598805861233,1.350603784997655,2.2437772805797667,-8.16960578614505,1.3592382933905294,2.4371005484545245,-8.17260863059331,1.483297829069315,2.485160056259882,-8.04323897206657,1.6786262595760058,2.176197353729718,-7.947645730138078,1.3452325098360136,2.124215937995037,-7.789323444572584,1.3752478579900307,2.2721808698308585,-7.686293271135909,1.5165794950837597,2.387330031365199,-7.760078918415789,1.7116362070492865,2.2602375538380364,-8.079220038636878,0.9517181999860167,2.22465921029395,-8.080350408091716,0.4980169862448833,2.176754065719353,-8.083091887784803,0.09915712670815202,2.3519868712212153,-8.074824415880055,0.01790421164354968,2.227728944181932,-7.864839191482091,0.9489577335890236,2.200906766247543,-7.875846075748465,0.494785361349603,2.170639337001241,-7.88708189258257,0.09434408111537773,2.3481703422476095,-7.86726356481892,0.02042355679898266
1687021636627.0483,2.242943936338419,-7.972524973145352,0.9468478553852292,2.245820309344968,-7.970572736407182,1.0723026419522874,2.241610965880053,-7.969331799216377,1.1509899092900469,2.2237467587706226,-7.972141671026939,1.2208752085108596,2.2004992005031845,-7.976757962896439,1.288984251279642,2.171192911314878,-7.980575231705344,1.392674807119143,2.1792883937986893,-7.968821900539888,1.4951203275389766,2.1986030543458126,-8.007664852102902,1.350600217824221,2.244587105074986,-8.170589953225774,1.357416834361396,2.4399199150756226,-8.171530521977129,1.4881611794049368,2.4831523392715833,-8.03772565017614,1.6858168620207425,2.172765413664106,-7.949664465314336,1.3454572174812633,2.1255657611479073,-7.789553800046779,1.3745916174512571,2.279367192456206,-7.686343929952927,1.5200930272083601,2.3935430826177013,-7.763581924811159,1.7204739343919584,2.259432424441204,-8.079655251282558,0.9517009435056037,2.2230120249963212,-8.080268031358203,0.49805883183521665,2.175086365183243,-8.082939602288121,0.09919054605213488,2.3503935198062984,-8.074643594554066,0.01809789078052074,2.2266719896644562,-7.865277456026445,0.9491817267582643,2.199636249687218,-7.8760392965980275,0.49500800609790735,2.169798492617879,-7.886723238170011,0.09451307443185307,2.3472966791796632,-7.866537821650256,0.020582214111878338
1687021636647.0645,2.2432739694157626,-7.9727027987178385,0.9468416325193011,2.245741728700553,-7.970822277632553,1.0723073988732728,2.241578518544559,-7.969722437330754,1.1509889917681748,2.223879413830056,-7.9726767575415005,1.2208908445339433,2.2009130255015568,-7.977430765143924,1.2890496368081061,2.1721853478939,-7.981499711457175,1.3928197736800543,2.180573155262528,-7.97009340678581,1.4952661013117492,2.1987155142545896,-8.008535901987745,1.350791607834074,2.2496827678618234,-8.170071156754489,1.3542022001220575,2.4413027209776765,-8.180006413675207,1.4832836951281196,2.4879148069222583,-8.050316837356101,1.6798728677801802,2.1731245895527156,-7.950397242133255,1.3459891608805847,2.129379939462258,-7.7888587300989025,1.3722473762933431,2.2784123824655422,-7.679303115588785,1.5105341198207363,2.3954792646224705,-7.74731701064333,1.708289444871662,2.2603902973015413,-8.07972815230853,0.9516763772406637,2.223164078746413,-8.08027209935521,0.4981000392299957,2.1759745575889746,-8.083031265716219,0.09914749548069991,2.351427199724935,-8.074818399002806,0.018365231288198697,2.2263613376438958,-7.865564839832145,0.9491872127893979,2.1992179613485354,-7.876607320791909,0.4950290571401049,2.1703024879501456,-7.887026024749372,0.09446261123785568,2.3478372791836306,-7.867087383053062,0.02057488005209118
1687021636667.0806,2.2435183463109545,-7.973149598778395,0.9467372696405552,2.2459469387610556,-7.971336224595673,1.0722046007716777,2.241779257022776,-7.970401951271304,1.15089629831067,2.224086183551501,-7.9735522869538675,1.220805976302371,2.2011324585837446,-7.978538824202771,1.2889803206873054,2.1724430020272254,-7.983008036012891,1.3927991266309419,2.1807591400233037,-7.971909825147045,1.4952968350547193,2.1989668075026656,-8.009903959041232,1.3506289217755099,2.249886876474114,-8.171528507879074,1.353929947688876,2.443213237836655,-8.18149254140609,1.4857910617296708,2.487784232165874,-8.05134386195745,1.6848787186308327,2.1733798735636687,-7.951742792392774,1.3460761074928038,2.1279271522363157,-7.790766380266905,1.3732444906064945,2.277920839848764,-7.677923611476618,1.513658941029926,2.396494346186826,-7.743419299240774,1.7145226123304187,2.2607611438950785,-8.08016352908276,0.951520779301903,2.2222233867858616,-8.080550296242047,0.4980530361139286,2.175021210601956,-8.082998090736895,0.09909549503493209,2.3505240486212435,-8.074724811685359,0.01842655543846395,2.226477563023652,-7.866025408132441,0.9491324581966866,2.198872623963578,-7.876775282573415,0.494995214934114,2.169843218550726,-7.886840431726187,0.09442436503214195,2.3473372225787683,-7.866682140651226,0.020480771741235915
1687021636687.0967,2.2449779181171348,-7.973424622593635,0.9464053101086605,2.2475001098098395,-7.971570214722782,1.0718694741403625,2.2436984609318893,-7.970667777313015,1.1505744323511815,2.2264565432242995,-7.973861528370804,1.2205824943718067,2.2040651571949956,-7.9788876805441635,1.2889186189451374,2.176375013460135,-7.983427239613676,1.3929600346617708,2.185005628551098,-7.9725268041335955,1.4954444729304577,2.202631787568885,-8.01031362241148,1.3503802857671423,2.2513712735101574,-8.172561643758241,1.35393954825934,2.443456754995367,-8.18884413432612,1.482820703164429,2.4913386685861223,-8.063687138028689,1.6824811323898046,2.177135059181522,-7.952095175034727,1.346123795836159,2.126704740618752,-7.792811796456621,1.3739390462427268,2.2704548464047143,-7.672499478043617,1.5100856485923333,2.393355108511585,-7.727036155798685,1.7091677385235289,2.2626143637364886,-8.080364862835323,0.9512117613148616,2.222538905587566,-8.080985047660635,0.4978788182208012,2.175638906957002,-8.083119109037572,0.09888807389018156,2.3512245832500507,-8.074830909290021,0.01840239002299516,2.227538134652215,-7.866369410592796,0.94878389429628,2.199352582057597,-7.877085017648162,0.4946862676812424,2.170262488383874,-7.887042303714049,0.09412371147164572,2.3477503669084268,-7.867029749825256,0.02013929608933618
1687021636707.1128,2.2454924680252404,-7.973803599998258,0.9462840858431224,2.2481953987971073,-7.9719587699149175,1.0717451547731829,2.2445464748767736,-7.971171329078744,1.1504630029986709,2.2274596403872926,-7.9745150614375895,1.220512734653006,2.2052400039342555,-7.9797307287468175,1.2889086246569814,2.177830623429399,-7.98459333599126,1.3930484646883101,2.1864314081083642,-7.973932546610995,1.4955676457289737,2.2041174690778513,-8.01132748951571,1.3502385929577803,2.25122388717694,-8.174083443868886,1.354026696679985,2.444100615187888,-8.193304261284876,1.4846606543897702,2.4920239951668983,-8.070426332606264,1.6872160961119613,2.178553111634247,-7.953121363067439,1.3462262131291802,2.1253752417963336,-7.794748163181146,1.3749084195267727,2.2665273462877304,-7.669458788478676,1.5130581904021807,2.3914955592295453,-7.717664319560099,1.7144509105855732,2.2631706940377647,-8.080742771819724,0.9510629944136114,2.2218611400801365,-8.0813651371903,0.4978392049453612,2.174998554083887,-8.083126670815615,0.09883882210847304,2.3506039972339434,-8.074770261452606,0.01840271164148898,2.228015233857239,-7.866751618480897,0.9486909703715422,2.199365467495983,-7.877193780567806,0.49461510805512116,2.1699807252972922,-7.886906155745001,0.0940668661237159,2.3474146780115315,-7.866741931112854,0.0199819717156645
1687021636727.1292,2.2462070268439733,-7.973947312810103,0.9461901143922272,2.2490955175445504,-7.972071843995695,1.071646183725363,2.2457284395272645,-7.971358401105404,1.1503730951573596,2.228965182710114,-7.974805773055514,1.2204873891357089,2.2071316400296674,-7.980148852534577,1.2889831585637836,2.180390634808879,-7.985237071976308,1.393254440103841,2.1891398710006356,-7.974784129013962,1.4957757920654717,2.206334984895943,-8.011812566295456,1.3502613392819576,2.252828280886756,-8.174739748772726,1.3530273228535283,2.4431471082357517,-8.20376860049901,1.4827355865400087,2.4953883740373817,-8.087280682650674,1.6867474739294626,2.1807388341279785,-7.953601795665412,1.3465289323564873,2.1271573797238235,-7.7952043236143185,1.3739651085045836,2.2600597072608126,-7.662223761796434,1.5099187545979986,2.3881302868461463,-7.698039443650388,1.710348681758981,2.2640757062048906,-8.080851748954277,0.9509712594798291,2.221905915976531,-8.081663450964768,0.4978269977012422,2.1754691702706928,-8.083214102901923,0.09877741667359387,2.3511156091897867,-8.074855929830589,0.018431497174813016,2.228551426307694,-7.866928824514371,0.9485948347640246,2.199613812737837,-7.877419309189508,0.4945396650007006,2.170317116812932,-7.887025631199819,0.09398382140501198,2.3477207085659115,-7.866984121864541,0.01980467093582049
1687021636747.1453,2.2463759407054833,-7.974238088280207,0.9462015205616136,2.249548632488294,-7.9723673471545045,1.071650846636411,2.2463356440995677,-7.9717618644536445,1.1503888278295893,2.2297038484634437,-7.97535557723979,1.22053444011534,2.2079928971147247,-7.980890790038804,1.289066653453052,2.1814334008963407,-7.986307418720121,1.3933934607366647,2.1900979565903818,-7.976075013673896,1.4959512749832011,2.2072944555168426,-8.012695199023137,1.3503077018897243,2.2532264915090203,-8.175808670363947,1.3522966610644445,2.4424524559732763,-8.211743250634358,1.4843394111702197,2.496755322774736,-8.099906100357682,1.6914579657357232,2.1815952280136113,-7.95451647851354,1.3467910539228307,2.128144453055895,-7.795931843583735,1.373607434100188,2.255628781636077,-7.657120293082998,1.5116547616608806,2.384854532916334,-7.6837954215665665,1.7140963095151769,2.264232070133378,-8.08114996781712,0.9509419862234376,2.221259215430952,-8.081941169689287,0.4978722408653447,2.1749971039785394,-8.083220708020553,0.09879999406567765,2.3506401245499275,-8.074814827838532,0.018452694970471327,2.2287498182423757,-7.867212569307868,0.9486441050941651,2.1995351139703008,-7.8775048433950055,0.4946002341433312,2.1701221360210483,-7.886898075492647,0.09404570711265321,2.3474665344539396,-7.866752843107361,0.019741178721043702
