,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1687021636567.0,1.7588927995659345,3.029171709842039,24.363089248234598,8.026882220207746,36.43717824039708,107.38202483492164,26.37074394527355,30.047961926300633,97.149338619703,0.017954939372460496,15.727491943376206,-22.39595313505806,-0.9327661180705528,0.0,7.909947986218113,-0.8469904853901531,16.06518489329465,-14.488169939614417
1687021636587.016,1.6326129174021393,1.3463007014452333,26.64740854243157,1.3008800822577302,44.6423929542589,117.52699969856583,20.560130072986436,47.12230390794817,113.99026811422759,0.1299064761262547,16.559862094925382,-24.117078966787133,-0.7650376637916271,0.0,8.020182900132177,-0.5669753714311973,16.88006871314967,-16.09817734851903
1687021636607.0322,1.8091566826043064,3.878887668915271,25.67720995263155,5.547254738373706,39.65244080444371,113.06223641513056,23.522965249472765,40.095292058225894,105.03171082137953,0.03524421993590808,15.634348529850193,-23.38463676325571,-0.7481999203979067,0.0,7.954380261986452,-0.6523489691790344,15.926853156535934,-15.431817407579075
1687021636627.0483,1.6744176385338483,4.6807219158615005,26.443355911898525,4.755317622515129,42.808675750365786,114.53170803906241,22.654639443645866,44.15490274275663,112.95105039027605,0.20099406591826374,15.491400518583161,-23.682755836651864,-0.6814361504593058,0.0,7.775176458172493,-0.42238955121978594,15.768396022788606,-15.908118608118226
1687021636647.0645,1.6080132194137642,6.796885943235585,26.047240176193043,7.432083489746505,41.92765599409325,112.4214624648042,24.438843980232782,39.455374102180365,107.42773912849624,0.3124277548852977,14.856186880662703,-23.205679989718234,-0.6709070303048532,0.0,7.591676939492515,-0.3047183281635722,15.118042116030937,-15.613984620592413
1687021636667.0806,1.4550230663937118,8.099159392771602,25.94242635914823,8.0022942639041,44.48596343915161,113.33702551515435,24.255807897715766,43.83760629430109,113.69282470200791,0.4601776711052857,14.747979123942326,-23.196353341597078,-0.6413862746395406,0.0,7.567979233047257,-0.1289305071891371,15.00265120769118,-15.627636992103811
1687021636687.0967,1.365951087092481,10.201041618209572,24.943174211268662,10.781970630562183,44.54558625828725,112.87482499558173,25.630484113134937,42.8752763907324,108.45119752774846,0.5560970862480654,14.405308778402167,-22.7089171898343,-0.648767768089861,0.0,7.616707451791017,-0.04273179986740879,14.654085150065477,-15.091095098627948
1687021636707.1128,1.2199729085113165,11.568542530922777,24.55468048536523,12.116606866477616,46.393846008274366,113.88558125863403,26.227492247442544,47.18782797333407,114.60631687501036,0.7163317622998401,14.404077350562092,-22.665190192931743,-0.6305422623331103,0.0,7.696316360076803,0.13478686012985883,14.648497072536317,-14.967058038076907
1687021636727.1292,1.1088289378493068,13.33119985858286,23.870790132707096,15.015174512289867,45.790472883003524,114.21614500424117,28.42550496342335,45.85636487867465,110.19275483599056,0.878556421464707,14.268693385462994,-22.41228820059258,-0.6278692113275752,0.0,7.784007425903744,0.2978381445808679,14.506814352727394,-14.625837287607155
1687021636747.1453,0.9889455429198101,14.49443369572949,23.568276692033166,16.86717490350113,46.86307359452593,115.2833661491135,29.937513534738553,49.31403087390437,117.0207417778538,1.037638606932056,14.328079999158128,-22.472875937271024,-0.6038262747560467,0.0,7.911149097465341,0.47990856244877705,14.560039721141804,-14.558654099848301
1687021636767.1614,0.9981944712362343,15.859954499015114,22.904602110169726,19.953947629075856,46.9699390743445,115.93335120372235,32.36293597596519,47.97952475209949,112.93840551830105,1.060974006360165,14.106358002503226,-22.34291071922849,-0.5810040851338863,0.0,8.074614239173444,0.5233494747809168,14.326181195371605,-14.265258585377286
1687021636787.1775,1.0300053262111322,16.68633363774862,22.52471341443592,22.21110666861815,48.64224063438302,116.92725044747068,34.20273067409239,51.08626536408304,120.54174967897355,1.0436427231265648,13.987320421713074,-22.461464077104523,-0.5374478361816586,0.0,8.276130668846678,0.54718797306237,14.193657734974051,-14.182464638286394
1687021636807.1936,1.0877876296330715,17.67465132408139,21.815506925375633,25.390615580016796,48.80894294279504,117.8440631960985,36.98511404933034,50.33126910349206,116.39301019232992,1.0213170925207422,13.70019413602101,-22.339765403660014,-0.5172641228633882,0.0,8.461407270812343,0.5426568677351368,13.895888424676345,-13.875690923700608
1687021636827.2097,1.1186729498908579,18.167654276496314,21.292291739460723,27.79634276746761,49.684674950039366,118.7787698319255,39.442425890347366,54.56929917484556,124.80841574754933,1.03676911996663,13.524262134394984,-22.35299774377143,-0.49836417898165664,0.0,8.64497155437384,0.5760497344303211,13.71466586344282,-13.705341564540543
1687021636847.2258,1.138580079276628,18.857914531955103,20.51186847274624,31.05490797116963,49.41041380490936,119.83529307634359,42.53394558466143,54.76163435633419,120.40725306017842,1.0572936228703842,13.20968641307196,-22.148200536779907,-0.49834196815037707,0.0,8.801264370104587,0.5955323368757725,13.396775298054054,-13.34424232483713
1687021636867.242,1.0399065729867771,19.29767093755221,19.953553641180612,33.76638014260895,49.8855258105246,120.78191798958827,44.98961094578883,59.214195943428244,129.9872918051661,1.1526552330131006,13.016894016739954,-22.012693298222032,-0.5031281527533419,0.0,8.91193367721212,0.686369397959882,13.2062177485999,-13.09771763296602
1687021636887.258,0.9038727806088883,19.950478559264447,19.182033939398444,37.25693986566089,49.40047683481017,122.00445197352214,47.91542111876274,59.40109741845293,124.94926931884712,1.2672274674308341,12.712956604306658,-21.66856590761522,-0.5264110867593269,0.0,8.984301073787288,0.7778560659872213,12.906677980233077,-12.680810931321291
1687021636907.2742,0.7262905754192818,20.37692483244457,18.573163071568324,40.340700731192754,50.10927379423381,122.81762781736428,50.42244007519326,63.95628682318508,136.10073345402998,1.3948049759166183,12.450017960032769,-21.429975371525913,-0.5318133121741768,0.0,9.061790303351012,0.8998925229865454,12.644958037755684,-12.36427991126866
1687021636927.2903,0.5246052290662176,21.060877488145007,17.77338918493003,44.25325460849733,50.5624342595017,123.99984056438964,53.39757027106831,63.875910267339336,129.88962247832066,1.5197741273456171,11.994748388222169,-21.0423976420957,-0.5328587158415938,0.0,9.140869442156575,1.0223117049321193,12.18553531573006,-11.897298427973617
1687021636947.3064,0.3840648011223465,21.39293373668103,17.06734548486153,47.583920109514956,51.899073418895604,124.6803344797974,56.11401868982484,68.62887679979698,143.3280011959015,1.60574528872794,11.70174491522023,-20.729487918378105,-0.525659429200455,0.0,9.211063429262584,1.1142308976081132,11.888368680793851,-11.51399406416121
1687021636967.3225,0.49910394540575,21.532084433846123,16.07527569659,51.06623541650254,52.55837618642362,125.6598283780548,59.549762952707134,68.77750327566292,135.11805548475786,1.5431917503101344,11.579665706224674,-20.27062830550008,-0.5309753796957248,0.0,9.25599149503701,1.0449820045065967,11.763162641608734,-11.010494403645312
1687021636987.3386,0.7294261445140453,21.242839712387113,15.130892256033523,53.893988196719,53.84908719045056,125.94375862144972,62.815012813655166,74.63957785020528,152.7032421482765,1.4018574817982454,11.682214847982962,-19.869327732053172,-0.531974969402305,0.0,9.287254464420817,0.9016485500582243,11.863495056444357,-10.578426454883434
1687021637007.3547,0.8774892446181161,21.19351816626912,13.938397442825654,57.41518476145902,54.37131123159543,126.63210411765901,66.34028134600014,75.28341388550605,140.65098258401844,1.2514271209383117,11.609629609748154,-19.211694580195843,-0.5362065939617848,0.0,9.305262578385742,0.7449814504730972,11.78566966144969,-9.903369210368947
1687021637027.3708,0.8902572239864243,21.06232582647451,12.75866744228247,60.78038168539759,55.23511022883376,126.45999313558583,69.43992529793172,82.59645249180353,166.38298512546817,1.1224188448229857,11.491008888482545,-18.45654495260454,-0.5298343884888826,0.0,9.312878804124987,0.6199220910778105,11.659134686714028,-9.141105846884537
1687021637047.3872,0.9153084983284895,21.12355042661013,11.416220150932,64.63006749305326,55.13702185099489,126.63609614535488,72.79003098745488,83.87513716853853,143.55393387171472,0.9647534992597615,11.270193511686443,-17.587445783672617,-0.5313915828074008,0.0,9.316656773485679,0.4581156086004767,11.430417907229916,-8.268803816045509
