,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
1687021636567.0,-0.7837500508775536,7.0777747639207504,-10.078545953940525,-0.18760504173693113,3.163490189315486,-10.284322703122077,-0.18727871914084868,3.163508298323297,-4.4638687113369775,-0.404423315232243,2.342526888195007,2.4845669977505715,0.44826196061942053,1.1057551743911591,21.101712791262806,1.2100796536741105,1.8922118556857113,3.2044999382538055,-2.284505792589564,-6.767158852399435,6.712263635104035,20.51992569943776,55.664576745351674,58.037479060480806,-9.352328112660802,60.0275875750303,52.9494610573253,17.376430342342303,-3.72609669566244,0.19184452027213214,10.530908825840113,11.491294577405407,8.487797633394434,22.199792770285843,29.58932831308264,98.79573056256872,-11.33259676603587,42.1127682596179,47.49939471431594,8.188638555596176,-64.74737252238356,20.582634792170538,-1.3541777218602518,-3.6130734811564076,3.9101090484634926,0.046619157483414254,-0.40539480727183425,2.64931728929808,0.8174099370718562,-1.7018399572319014,5.650423645175216,-7.629296442613142e-06,-4.866207059708044e-06,3.278501937367131e-05,-0.04957184507075779,-0.17584020070640952,4.6262471635528595,-0.03050668682528605,0.7805842999674226,1.298512453473504,1.1033246472918452,2.167970413691602,6.084085776069892,4.4172478658217735e-07,1.1735167276183778e-06,3.23265719282603e-05
1687021636587.016,-0.7982791318338132,7.45110928239244,-10.852083336069379,-0.1902529548170187,3.328641821903227,-10.62657723912003,-0.18991207734060073,3.3286608787700835,-4.8061304123419335,-0.4208900295904684,2.465181395467189,2.227687622773997,0.5720607522475543,0.5166651637335002,21.93903740535095,1.1649998968562887,0.7881008233971093,4.707998509306594,1.3699842014578332,-9.573565645971083,7.388173086948935,10.955025594312,32.74453885905845,121.01708054294076,-5.796915050771005,60.646136750948294,51.708806248731406,17.236450665222502,-3.6107481456466792,1.1388632188852506,12.702913238571231,11.90876360809315,8.158198534311232,16.245184937417324,35.76827041608489,109.22933445171452,-9.215111182349803,41.08918167148301,45.74106901087816,8.817403442070553,-70.19667116209779,21.998897410796346,-1.2916319053027612,-3.517300036581689,3.7867384891270595,0.04714905886483615,-0.7237129905309467,2.6977387166148805,0.8626800884928445,-0.9950123466439981,5.923819924481975,7.708568748317138e-06,4.9041136351352904e-06,-3.307843436986188e-05,-0.06065468644321189,-0.7114293881269305,4.608941356768682,-0.08166315510943663,1.0535461788163518,1.289889127303198,1.0185422566719813,1.5799911778209985,6.184941780519105,-4.2728742091158694e-07,-1.1844254508645886e-06,-3.268167088428558e-05
1687021636607.0322,-0.7833269215720812,7.032593104837779,-10.521149401085363,-0.19086952564086196,3.1427362925468634,-10.481414777720667,-0.1905443070375159,3.142755589840666,-4.660978204056821,-0.4054827442255192,2.3266443290373835,2.3369819159148832,0.5188822667187463,1.4093695031925026,21.575157022453798,1.3609754250929749,2.4338264287628304,4.063332523295467,1.9893281671963539,-9.682850264941845,7.071012925657511,14.67126944172621,43.719489273175924,86.67862630857917,-8.21300060166925,60.69438614611102,52.675932808916116,17.088276497153874,-5.182194865279157,1.1982872356737448,11.84719736394566,11.052657791084972,7.355028090883492,19.576749694128505,31.39240458548923,104.95855733463596,-11.490198656699143,43.04059781683954,46.47697983982207,8.587645905325084,-67.18907586343397,21.973257325199288,-1.292382350586728,-3.3287530659318927,3.514406857556631,0.02187174692720814,-1.1795637687910283,2.4171733376840447,0.8500686153262463,-1.318941057449953,6.017206605375761,-7.789532341071457e-06,-4.942691156608364e-06,3.337759699020181e-05,-0.1048095535590356,-0.5640589551248404,4.413034664470404,-0.05919344059217638,1.376876469336119,1.0049876325801266,1.032243364879277,1.840507992639329,6.057077125077156,4.1219955987055054e-07,1.195556759013454e-06,3.304513519190358e-05
1687021636627.0483,-0.702275159036811,6.9753696786211705,-10.659943559245528,-0.15636640599203752,3.115291991174032,-10.544666087011066,-0.1560414215043109,3.1153042559125663,-4.7242441810797295,-0.3775074331829942,2.3090363272870285,2.2894694914034996,0.48408894387066265,1.6893242974598544,21.845580074275002,1.347656778695878,2.958669172850564,4.562852026955356,1.1198259709627123,-8.540576794665201,8.092859113862312,14.291037968686924,35.1546343882047,110.84764377450338,-9.133725238158,61.4905654280759,52.35766013157289,16.754208520657865,-5.693301524900001,1.7856425987952729,10.743504536549198,12.425019633071155,7.339521899267958,19.615351589603975,35.81644584963638,107.04574032414625,-9.84483664925583,42.205529998024794,46.411087209372425,8.761954464574787,-67.99553804771233,23.11990632857142,-1.3138482366458,-3.248609297970415,3.2428967647161038,0.07666444298577173,-1.4510792294286816,2.320460384937831,0.8424852835578766,-1.189932211549073,6.072797635634575,7.872239080677497e-06,4.981956779243684e-06,-3.368267080576602e-05,-0.1319473806663405,-0.4469052698499714,4.21388340146629,-0.026181445566394904,1.3772565185042913,0.9098250311449719,0.9865853399180723,1.6710268085848643,5.981441008573149,-3.9642914911960814e-07,-1.206917304689233e-06,-3.341725646439523e-05
1687021636647.0645,-0.6104050212861026,6.696429091119339,-10.449689118033373,-0.1199673130513204,2.9894647574076507,-10.453614585983646,-0.11965916124730279,2.9894763390995225,-4.633176189172377,-0.33958933975022526,2.2183484425391717,2.357894405393446,0.3852496884366898,2.4306403012609628,21.6903271805542,1.3929069849369498,4.342731457826975,4.298540559441294,-0.3839762583585456,-6.935314359404392,8.522705305488262,17.72429158671,43.62608215044811,93.23696334770928,-11.218304848019011,61.811207276756534,52.772743630697086,16.564094731449014,-6.746369818991788,1.9433568916066388,9.1525407098347,12.906000676009032,7.153697982113349,22.33220022995385,36.473198908127195,104.67098805955219,-9.601349374499707,42.30949969018402,46.926027200343455,8.705103021675594,-66.33495056449266,23.566958301293905,-1.3537548433205933,-3.1987538442965247,2.9613260191354485,0.1073715517936535,-1.6840531868062856,2.115778155018066,0.8221450091153275,-1.3655609721525832,6.068689733340967,-7.956742925608083e-06,-5.021928251335344e-06,3.3993825634098203e-05,-0.1547671759055968,-0.14503659024943155,4.003799614322511,0.021758755425952975,1.3926390762823395,0.7539767189657434,0.9750646534629799,1.758878226510126,5.860060583992189,3.799422807280021e-07,1.2185140084775418e-06,3.379834001282741e-05
1687021636667.0806,-0.5334493015659139,6.65430537483443,-10.449627757485723,-0.08576985521515576,2.9688872759091596,-10.45485923109014,-0.08546208110371581,2.968901135847713,-4.634413150419665,-0.3122381716915564,2.2058783417478214,2.3568846350544534,0.3091446491090144,2.885561932590074,21.648755474089985,1.3718050645299609,5.197947372487495,4.231576560831209,-0.2356953153219335,-6.953051884541056,8.542770213469238,17.280634407572293,37.75744630471787,108.82256294805109,-10.059820649991334,61.44096524847829,52.85734691525102,16.673225816881676,-7.610603865724905,1.9518355710342894,9.523183340479049,12.295700213811026,7.029973498358001,22.360759109673737,38.44643174205817,105.97453209247458,-8.427371446464091,41.8077314223107,46.46337933922972,8.981070793544063,-67.02065058238436,23.71858759335668,-1.3765261664551471,-3.321809021214323,2.7796546706614764,0.10035381576765433,-1.6985430463097069,1.9507328390282719,0.832993490450862,-1.2785484623341534,6.105382165009731,8.04310003856504e-06,5.062623940211693e-06,-3.4311237840569367e-05,-0.13411154374389045,-0.0522479925439003,3.929743103968112,0.02845409937231893,1.409851890728892,0.7105399148812108,0.9497031461702178,1.6452791112159801,5.850733984554043,-3.627030670122987e-07,-1.2303540725115424e-06,-3.4188705657315016e-05
1687021636687.0967,-0.46143198743092095,6.505411943240372,-10.233626184655787,-0.054843613482741506,2.901156053620318,-10.360407900792678,-0.05454206723656122,2.901164694601715,-4.53996421817128,-0.28318581921235425,2.158023532321697,2.42772248176879,0.19448447780990383,3.6209756280679546,21.282503333371487,1.393141666693189,6.574046532394298,3.5782329104790063,0.26665878756204686,-7.379504550967407,7.909618960538541,18.60314428229012,45.26329437634072,96.4857019538197,-8.73109392420154,60.422405016199306,53.40591417207904,17.004065535062225,-8.885455560661928,1.5259513846851904,10.259620769902881,10.435151702291693,6.714653535373613,23.624186852941218,37.238871247547216,104.68071326502255,-8.386889785999127,42.06279370859021,46.11613228970678,9.153032943267421,-66.42382036954527,23.13815678572336,-1.4024414920003438,-3.5131660715252084,2.6335781935508353,0.0525430534170629,-1.628066515804549,1.7063999370831997,0.8452388253988335,-1.3590672986263947,6.11878098627455,-8.1313688981202e-06,-5.104062859412495e-06,3.463509065201591e-05,-0.09796074322162562,0.09013411110028789,3.90304709157402,0.029001574953844343,1.476454924872574,0.6447744494897036,0.9495108729413968,1.686941791651035,5.844154507821876,3.446735042020313e-07,1.2424449948991385e-06,3.458868859813929e-05
1687021636707.1128,-0.3849179646605121,6.512013729295741,-10.218449747121694,-0.0198790572951627,2.9022017698933964,-10.354716431527187,-0.019582113151450867,2.902202908433058,-4.534279544633678,-0.2570972101115821,2.1617153793212434,2.43182352594275,0.10312665516103305,4.097140102237492,21.139240119163833,1.3635417828306007,7.471152520648968,3.327685961245607,0.7512491185738358,-7.911310200378082,7.877991740264831,18.612767134642286,40.17845652893837,108.20855141133028,-7.218778869428256,59.719153904678045,53.36607341428433,17.530610913738542,-9.719090192370404,1.1444758990700534,10.703163253815656,9.54807419237713,6.71087945005132,24.23503483586902,38.3930748492402,105.80734966677197,-7.9588641681882635,41.8710548931656,45.16792875888835,9.342193660679326,-66.89388275893964,22.89228253027049,-1.4123873428765397,-3.673491794154468,2.560690512774554,0.019456940676270497,-1.5476680789773019,1.5405990751220329,0.8568005511972587,-1.2839847990910402,6.127013949127307,8.221610417287443e-06,5.146264697355628e-06,-3.49655744947909e-05,-0.07098035337848463,0.11684361404198727,3.931957179839067,0.027073168550496293,1.500471226367065,0.6287302998255976,0.9265470442226419,1.6067534210732057,5.84825335753275,-3.2581332562857417e-07,-1.2547945850362735e-06,-3.499864034763582e-05
1687021636727.1292,-0.29999895751110406,6.459313851871193,-10.109891177420714,0.01762671299117004,2.8768685895324713,-10.307847071547373,0.01792036916337878,2.8768676906840827,-4.487411488608908,-0.2268837260216627,2.145986882456394,2.466834784152956,-0.008497831791877896,4.711200774217118,20.885618961995835,1.3546718348756228,8.625892345206344,2.8828712653086286,0.775380428117739,-8.115821944026079,8.108765035924367,20.82685033562375,46.94260883242038,98.720942595014,-7.197381841262635,59.16004197050471,53.446710784352874,18.321638168143327,-10.641529991361821,0.5111225671091925,10.094491140850755,9.219198882199963,6.869288337285167,26.732646266853497,38.278709951559186,105.20694961444386,-8.813881078173546,42.423672532499126,44.26245895470398,9.274807373608757,-65.96803577437275,22.52680614809892,-1.411646985652486,-3.7522598586907914,2.5374530161568845,-0.01676398054705375,-1.5251463600179882,1.3658524208489662,0.8504336437356458,-1.3310285131331856,6.094184255437448,-8.313888069688495e-06,-5.189249847519894e-06,3.530288734813951e-05,-0.06775924236592584,0.16903161027453306,3.980427460728931,0.04008468850629812,1.535813821056697,0.5768016591220144,0.910694022391186,1.6481684600309612,5.803583900772295,3.0607984254488254e-07,1.2674109798841455e-06,3.541892973307741e-05
1687021636747.1453,-0.23102795050197322,6.493218565145241,-10.141707326011277,0.04906796875597758,2.890247105969324,-10.322824825793216,0.049366226077403076,2.890242561839985,-4.502387500134066,-0.20455957758911492,2.158569067974236,2.4554284835942153,-0.09003656257306206,5.114838793958825,20.772359255543545,1.3267084304344599,9.388294181503841,2.6892497007814558,0.864160593325174,-8.446987784415994,8.628675249480544,21.916817030102237,41.97016188298695,108.45797983742708,-6.821862824630468,58.7678237837726,53.026160847288644,19.13472557251589,-11.148068553380096,-0.0818293920725956,9.633235642183656,9.238743419231154,7.170527723802453,28.498386037464687,39.83944333021556,106.43921723462311,-9.09182283544112,42.49934376749375,42.988372404454964,9.333671402188834,-65.99709575740057,22.30754376481823,-1.407264816333425,-3.8282408372709544,2.565450161120638,-0.038204279505302835,-1.4756665044311033,1.2363797336008624,0.8515194986619963,-1.2890225528685113,6.066862873143899,8.408268022422908e-06,5.233039440265118e-06,-3.5647235120315625e-05,-0.06161984594780143,0.13374506819678533,4.078424930341543,0.04286563077258583,1.5648011780345088,0.5578488730446824,0.8781197210953743,1.6057055182482642,5.77534746734851,-2.8542777258497895e-07,-1.2803026612718148e-06,-3.584994397246145e-05
